Code	Itemname
0200	Log chipping (in the forest)
0200	Log cutting (forest trees)
0200	Log decking
0200	Log driving
0200	Log grading, scaling, sorting
0200	Log hauling in the bush (i.e., within the logging limits)
0200	Log salvaging
0200	Log scaling
0200	Log skidder (owner-operator)
0200	Log sorting
0200	Log yarding
0200	Logging and pulpwood contractor
0200	Logging camp
0200	Logging contractor (felling, cutting, bucking)
0200	Logging industry (except contract logging)
0200	Logging, cordwood
0200	Logging, logs for lumber
0200	Logging, pulpwood logs
0200	Logs
0200	Logs and bolts, logging
0200	Logs contract stump to truck
0200	Logs recovery (of stray logs)
0200	Lost log recovery
0200	Lumber jack cutting hauling wood
0200	Lumbering (logging)
0200	Measurement of trees
0200	Mine props, wooden, cutting
0200	Mine timbers, cutting
0200	Mine timbers, hewn, producing
0200	Moss, gathering of
0200	Nurseries for reforestation growing trees
0200	Nursery stock, forest tree, forestry service
0200	Ornamental trees, nursery grown
0200	Peeler logs, cutting
0200	Pest control services, forestry
0200	Pickets and paling, round or split, cutting
0200	Picking wild blueberries
0200	Piling, wood, untreated, cutting
0200	Piling, wooden, cutting
0200	Pine gum, extraction of
0200	Pitprops, cutting
0200	Pitprops, wooden, untreated, cutting
0200	Pole cutting, contractors
0200	Poles and pilings, wooden, untreated, cutting
0200	Poles, pickets and posts, cutting
0200	Poles, telephone and telegraph, cutting
0200	Poles, wood, untreated, cutting
0200	Posts, wood, hewn, round or split, producing
0200	Pulp chips (produced in the forest)
0200	Pulpwood camps
0200	Pulpwood contractor
0200	Pulpwood contractors engaged in cutting
0200	Pulpwood cutting, on contract
0200	Pulpwood logs, cutting
0200	Railroad ties, hewn
0200	Rails, fence, round or split
0200	Recovery of stray logs
0200	Reforestation services
0200	Sale of stumpage
0200	Saw logs, cutting
0200	Sawlogs, cutting
0200	Sawlogs, logging
0200	Seed cones, seeds, seedlings for reforestation
0200	Shingle bolts, cutting
0200	Shingle bolts, wood, hewn, producing
0200	Silviculture
0200	Silviculture spacing and thinning trees
0200	Skidder operation
0200	Skidding contractor
0200	Skidding logs
0200	Sorting logs
0200	Spanish moss, gathering of
0200	Sphagnum moss, gathering of
0200	Spruce gum, gathering of
0200	Stave bolts, wood, hewn, producing
0200	Stumpage, sale of cutting rights
0200	Sub contractor skidder
0200	Teaberries, gathering of
0200	Telephone and telegraph poles, logging
0200	Tie bolts, cutting
0200	Ties, railroad, hewn, producing
0200	Timber (product of logging camps)
0200	Timber crop operations
0200	Timber cruising
0200	Timber cutting, on contract
0200	Timber tracts operations
0200	Timber valuation
0200	Timbers, mine, hewn, producing
0200	Timbers, round mine, cutting
0200	Tree farms
0200	Tree felling, bucking, cutting
0200	Tree planting (forestry services)
0200	Tree seeds gathering
0200	Veneer logs, logging
0200	Wheelstock, hewn, producing
0200	Wild berry picking
0200	Wild rice gathering
0200	Wood fuel, cutting
0200	Yarding logs
0200	Yarding, timber, on contract
0500	Aquaculture, animal, freshwater
0500	Aquaculture, animal, salt water
0500	Atlantic saltwater fishing
0500	Bait catching, inland
0500	Bait catching, salt water
0500	Bluefish fishing
0500	Catching bait, inland
0500	Catching bait, salt water
0500	Catching frogs
0500	Catfish production, farm raising
0500	Clams, digging of
0500	Cod fishing
0500	Commercial fishing, inland
0500	Commercial fishing, salt water
0500	Crabs, catching of
0500	Crayfish fishing
0500	Crustacean farming
0500	Cultured pearl production
0500	Danish seining, fishing
0500	Dory fishing
0500	Dragging (fishing)
0500	Dulsing (gathering Irish moss)
0500	Eel fishing, inland
0500	Eels fishing
0500	Eels, catching of, salt water
0500	Finfish farming
0500	Finfish fishing (e.g., flounder, salmon, trout)
0500	Finfish hatcheries
0500	Finfish, catching of (freshwater)
0500	Finfish, salt water, fishing
0500	Fingerlings (hatchery fish), raising, fisheries service
0500	Fish breeding and propagating service
0500	Fish catching, seafish
0500	Fish farm (inland)
0500	Fish farming
0500	Fish farming, freshwater
0500	Fish farming, salt water
0500	Fish farms (except hatcheries)
0500	Fish harvesting, seafish
0500	Fish hatchery service
0500	Fish trapping, salt water
0500	Fisheries, finfish (freshwater)
0500	Fisheries, shellfish
0500	Fishing, inland
0500	Fishing, salt water
0500	Flatfish, fishing
0500	Freshwater fishing
0500	Frogs, catching of (not raised on farms)
0500	Gathering seaweed (uncultivated)
0500	Gill netting, freshwater fish
0500	Gill netting, seafish
0500	Goldfish production, farm raising
0500	Groundfish, fishing
0500	Haddock fishing
0500	Hand lining fishing, freshwater
0500	Hand lining fishing, saltwater
0500	Herring fishing
0500	Inland fishing, freshwater
0500	Inshore fishing, salt water
0500	Irish moss gathering
0500	Jigging (fishing), salt water
0500	Laver gathering
0500	Lobster catching
0500	Lobster pound operation
0500	Long lining (fishing), freshwater fish
0500	Long lining (fishing), seafish
0500	Mackerel, catching of
0500	Management of fishing stock, on contract
0500	Marine products harvesting, freshwater
0500	Marine products harvesting, salt water
0500	Menhaden fishing
0500	Minnow farms
0500	Mollusk cleaning and preparation for market, contract services
0500	Mollusk farming, freshwater
0500	Mollusk farming, salt water
0500	Mollusk production, farm raising
0500	Mussel fishing
0500	Offshore fishing, freshwater
0500	Offshore fishing, salt water
0500	Otter trawling
0500	Oyster beds
0500	Oyster breeding and propagation service
0500	Oyster farming, freshwater
0500	Oyster farming, salt water
0500	Oyster fishing
0500	Oyster production, farm raising
0500	Oysters, dredging or tonging of
0500	Pacific saltwater fishing
0500	Pearls, cultured, production of
0500	Pelagic fish, fishing
0500	Pilchard fishing
0500	Pollack fishing
0500	Pound netting, freshwater fish
0500	Pound netting, seafish
0500	Prairie jigging, fishing
0500	Purse seining, salt water
0500	Ray fishing
0500	Salmon fishing
0500	Saltwater fishing, atlantic
0500	Saltwater fishing, pacific
0500	Sea fishing
0500	Sea urchin fishing
0500	Sea worm gathering
0500	Seafish catching
0500	Seafish farming
0500	Seafish fishing
0500	Seafish harvesting
0500	Seaweed gathering (uncultivated)
0500	Seaweed grown under cover
0500	Shark fishing
0500	Shellfish digging, freshwater
0500	Shellfish fishing
0500	Shellfish, farming
0500	Shellfish, farming, freshwater
0500	Shellfish, farming, salt water
0500	Shellfish, fishing, salt water
0500	Shrimp fishing
0500	Sponges, gathering of
0500	Squid fishing
0500	Terrapins fishing
0500	Trap net fishing, freshwater fish
0500	Trawling, seafish
0500	Trolling, freshwater fish
0500	Trolling, seafish
0500	Tropical aquarium fish farms
0500	Tropical fish farm
0500	Trout farms
0500	Tuna fishing
0500	Turtle fishing
0500	Ultraviolet radiation of mollusk, on contract
0500	Weir fishing, seafish
0500	Whiting fishing
1010	Anthracite mining
1010	Bituminous coal cleaning plants
1010	Bituminous coal crushing and screening plants
1010	Bituminous coal stripping (except on a contract, fee, or other basis)
1010	Bituminous coal washeries
1010	Bituminous coal, mining
1010	Breakers, anthracite
1010	Breaking, washing, grading, bituminous coal (contract)
1010	Breaking, washing, grading, subbituminous coal
1010	Cleaning plants, bituminous coal
1010	Coal for coking, bituminous, mine
1010	Coal gasification at the mine site
1010	Coal liquefaction at the mine site
1010	Coal mining, anthracite
1010	Coal mining, bituminous
1010	Coal mining, bituminous, surface
1010	Coal mining, subbituminous
1010	Coal preparation plants, bituminous or lignite
1010	Coal pyrolysis at the mine site
1010	Coal, bituminous, hydraulic mining
1010	Colliery, bituminous coal
1010	Colliery, subbituminous coal
1010	Crushing plants, bituminous coal
1010	Culm bank recovery service, anthracite, on a contract basis
1010	Culm bank recovery, anthracite (except on a contract basis)
1010	Dredging, anthracite
1010	Hard coal briquettes made from purchased coal
1010	Hard coal mining (except Pennsylvania anthracite)
1010	Hard coal surface mining (except Pennsylvania anthracite)
1010	Hard coal underground mining (except Pennsylvania anthracite)
1010	Metallurgical coal, mining
1010	Mining, bituminous coal
1010	Mining, subbituminous coal
1010	Preparation plants, anthracite
1010	Preparation plants, bituminous coal
1010	Screening plants, anthracite
1010	Screening plants, bituminous coal
1010	Semi-anthracite mine
1010	Semi-anthracite underground mining
1010	Semianthracite surface mining
1010	Semibituminous coal mining
1010	Semibituminous coal surface mining
1010	Semibituminous coal underground mining
1010	Steam coal, subbituminous, mining
1010	Strip mining, anthracite (except on a contract basis)
1010	Strip mining, bituminous coal (except on a contract basis)
1010	Stripping (mining) bituminous coal
1010	Subbituminous coal mining
1010	Subbituminous coal surface mining
1010	Subbituminous coal underground mining
1010	Thermal coal, bituminous, mining
1010	Thermal coal, subbituminous, mining
1010	Washeries, anthracite
1010	Washeries, bituminous coal
1020	Brown coal mining
1020	Coal briquettes made chiefly of lignite from purchased coal
1020	Colliery, lignite coal
1020	Lignite mining
1020	Mining, lignite
1020	Strip mining, lignite (except on a contract basis)
1030	Bog, peat
1030	Grinding peat
1030	Moss, peat, digging or harvesting
1030	Peat bog
1030	Peat cutting
1030	Peat digging
1030	Peat extracting
1030	Peat grinding
1030	Peat humus mining
1030	Peat mining
1030	Peat moss digging or harvesting
1030	Peat moss harvesting, extraction, cutting
1030	Peat, agglomerated, mining
1030	Peat, dried, mining
1030	Peat, fuel, mining
1030	Peat, humus mining
1030	Reed peat mining
1030	Screening peat
1030	Sedge peat mining
1030	Shredding peat mining
1110	Absorption plant, natural gas
1110	Battery operators (petroleum industry)
1110	Bituminous oil sand mining for oil extraction
1110	Bituminous sand and oil shale digging
1110	Butane (natural) production
1110	Butane gas liquid, mining
1110	Casing-head butane and propane production
1110	Cleaning plant, natural gas
1110	Combustion chamber natural gas processing plant
1110	Condensate gas liquid, mining
1110	Condensate, cycle, natural gas production
1110	Crude oil (bituminous sands) extracting
1110	Crude oil (heavy oil) extracting
1110	Crude oil (tar sands) extracting
1110	Crude oil production
1110	Crude oil, conventional production, mining
1110	Crude oil, conventional, secondary recovering
1110	Crude oil, conventional, waterflood recovering
1110	Crude oil, light and medium, mining
1110	Crude oil, upgrading (heavy crude to crude)
1110	Crude petroleum and natural gas industry
1110	Crude petroleum production
1110	Crude petroleum well, conventional
1110	Crude petroleum, light and medium, mining
1110	Cycle condensate production
1110	Drilling, well, petroleum, oil company (except contract)
1110	Ethane (natural) production
1110	Fractionating natural gas liquids
1110	Gas (natural) production
1110	Gas plant, liquid (from natural gas)
1110	Gas well, natural
1110	Gases, liquefied petroleum, production
1110	Gasoline, natural, production
1110	Heavy crude oil extracting
1110	Heavy oil in place, solution gas drive recovering
1110	Heavy oil, thermal in situ recovering
1110	Helium content from natural gas, recovery of
1110	Isobutane (natural) production
1110	Kerogen processing
1110	Liquefaction and regasification of natural gas for purposes of transport at mine site
1110	Liquified petroleum gases (LPG) natural
1110	Liquified petroleum gases from natural gas, production, mining
1110	Methane gas extraction
1110	Mining oil shale
1110	Naptha content from natural gas, recovery of
1110	Natural gas absorption plant
1110	Natural gas cleaning plant
1110	Natural gas cycling (pressure maintenance), mining
1110	Natural gas from oil shale or sand
1110	Natural gas liquids production
1110	Natural gas liquids recovering, mining
1110	Natural gas production
1110	Natural gas pumping, mining
1110	Natural gas washing and scrubbing, mining
1110	Natural gas well
1110	Natural gasoline production
1110	Natural sour gas processing, mining
1110	Oil (crude) production, non-conventional
1110	Oil and gas exploration (except on contract or fee basis)
1110	Oil sand mining
1110	Oil shale or bituminous sand digging
1110	Oil well, crude, conventional
1110	Pentane, mining
1110	Pentanes plus gas liquid, mining
1110	Petroleum condensates production, mining
1110	Petroleum production, crude, conventional
1110	Petroleum, from shale or sand, production
1110	Propane (natural) production
1110	Sand, oil, mining
1110	Shale, oil, mining
1110	Sulphur, extraction from natural gas
1110	Synthetic crude oil production, mining
1110	Tar sand mining for oil extraction
1110	Well drilling, petroleum, oil company (except contract)
1110	Well head condensate (natural gas liquid), extracting
1110	Well, natural gas
1120	Acidizing wells, on a contract basis
1120	Bailing wells, on a contract basis
1120	Building oil and gas well foundations on site, on a contract basis
1120	Cementing oil and gas well casings, on a contract basis
1120	Chemically treating wells, on a contract basis
1120	Cleaning lease tanks, oil and gas field, on a contract basis
1120	Cleaning out (e.g., bailing out, steam and swabbing) oil and gas wells, on a contract basis
